[[-0.29847640415598387, 0.3329860534855256, 0.5076250188722214, 3.1291754613087495, -0.02142746124738141, -0.014181498871413052]]
[[-0.4094826076948622, 0.3207986996475179, 0.4439689405485609, -2.1730460922849524, -2.226473587862102, 0.09397291212457219]]
[[-0.630912829267711, 0.2602999310350522, 0.3414128496546892, 1.9413039954209348, 2.003440722442647, 0.473299602006903]]
[[-0.3189859742508243, 0.5681564102803578, 0.4251535371819063, 1.9888785673391238, -1.905785472900864, 0.6747579351211129]]
[[-0.0759976907636924, 0.25080266118881644, 0.46876565160273653, 1.9970028372498208, -1.981358793499372, -0.32865578916491267]]
[[-0.17893903942948178, 0.04520910805425039, 0.5441506972073192, -2.4996135650758697, -0.8316839258872277, 0.3617007979807486]]
[[-0.37143631112735825, 0.29752700584809577, 0.5466921120998036, -2.9611051099985644, -0.9641718285115078, 0.1785919151098877]]
[[-0.3929294154071944, 0.24819059245619632, 0.46727121575587427, -2.1416751487481682, -2.2352330520951957, 0.12123450593694665]]
[[-0.36395412272792704, 0.2115941346438979, 0.5274716306352445, -0.5203718464922042, -2.9578414614911654, 0.08002072678963115]]
[[-0.34676629738231585, 0.14334264352360226, 0.5741468721495421, -2.8131122843844825, 0.3699654169997886, -0.2150827680982321]]
